Dialogue_ID,Dialogue_Context,Reply,Label,mean_human_score,n_ratings,mental_state
4425,"Speaker 1: You don't have to go this second. You can stay until whenever.Speaker 2: We've done the hard part now.  I might as well, you know...","Speaker 1: Look, you did something that set it off. Try to remember. Concentrate. Tell me exactly what you did!!",1,1.666666667,3,"Curious, alarmed"
6440,Speaker 1: Hello.Speaker 2: Mrs. Doyle?Speaker 1: Yes.Speaker 2: Jeff again.  Has Tom come in yet?,"Speaker 1: Not yet, Jeff.",0,5,3,"Concerned, insistent"
9145,"Speaker 1: My father didn't die in a fire?Speaker 2: Huh?Speaker 1: My father didn't die in a fire?Speaker 2: Fire?  What are you talking about?  He had cancer, John.","Speaker 1: Save it, baby. Save it for Mr. Right, 'cause your grandma's smarter than ya think.",1,1,3,"Helpful, cautious"
4359,Speaker 1: Huh?Speaker 2: Please...Speaker 1: What's wrong with you?,"Speaker 2: Yeah, nice meetin' you.",1,1.666666667,3,"Protective, dismissive"
5990,Speaker 1: Huh?Speaker 2: What you doing to my nephew?,"Speaker 1: Ah, baby...I thought this was you.  Craig, what are you doing to me?",0,5,3,"Pleasant, polite"
4250,"Speaker 1: Wes, do me a favor.Speaker 2: What?",Speaker 1: Leave me alone. Go home. Go away.,0,3.666666667,3,"Warm, protective"
1603,Speaker 1: Then this must be done tomorrow.,"Speaker 2: No, you won't.",1,2.666666667,3,"Defensive, affectionate"
4289,Speaker 1: We should go back -- you -- you could tear that door apart --Speaker 2: Don't move. We --Speaker 1: -- should go back. Now!Speaker 2: No. Don't --,Speaker 1: You always did.,1,1.666666667,3,"Distressed, avoidant"
1369,Speaker 1: Good luck ... Peter ... Emma.,"Speaker 2: Time? Oh, no Calvin. It's not time yet. I still have--",1,1.333333333,3,"Firm, certain"
36,"Speaker 1: Oh, God.  It's starting.",Speaker 2: It's just a party. Daddy.,0,3,3,"Reassuring, confident"
2715,Speaker 1: Then when?,"Speaker 2: Well done, Indy. Very well done, indeed. This will find a place of honor in our Spanish collection.",1,2.333333333,3,"Anxious, loyal"
8923,Speaker 1: Piano.Speaker 2: Two at a time?Speaker 1: My brother and I. One each.Speaker 2: Oh.,Speaker 1: What's going on?,1,3.666666667,3,"Comforting, delaying"
481,Speaker 1: You're a dead man.Speaker 2: Leave him alone.,"Speaker 1: No, don't say anything else!",1,3,3,"Proud, approving"
2251,"Speaker 1: I'm selling this place.  I want out of this hell hole!Speaker 2: Could I, like...oh, wow...like,uh...Speaker 1: Buy it from me?Speaker 2: Yeah!  Yeah, that's it!",Speaker 1: The option.,1,2,3,"Confused, alert"
7519,Speaker 1: Fine..Speaker 2: Learn anything?Speaker 1: Oh yeah.,Speaker 2: I'm not ready yet. I gotta do this for a little while.,1,2,3,"Protective, alarmed"
955,Speaker 1: What shall we do?,Speaker 2: I never saw this girl in my life.  Is this a kind of joke?,1,3,3,"Opportunistic, curious"
4833,Speaker 1: Are you alright?Speaker 2: Yes. No. I'm...okay. They can't do this. They can't hold us here.Speaker 1: Looks like they can. What did they do?Speaker 2: They asked about you.Speaker 1: What did you tell them?,"Speaker 2: No, thank you.",1,1.333333333,3,"Determined, unfinished"
7915,"Speaker 1: Why don't you say, no system is perfect.Speaker 2: Well, no system is.Speaker 1: Say, all wars have innocent victims.Speaker 2: Well, all wars do -Speaker 1: Who is this war against, Sam?Speaker 2: Well, terrorists of course.",Speaker 1: No.,1,3.666666667,3,"Defensive, shocked"
2813,Speaker 1: How did you get in?,Speaker 2: See the tape. Then we can discuss my heart.,1,1,3,"Polite, overwhelmed"
2865,"Speaker 1: If you don't mind, you fill in the names. That will make it even more official.Speaker 2: You think of everything, don't you?","Speaker 1: I'd like to stay, but I really don't have time to hang around here.  I'll call you.  Later, Johnny!",1,2.333333333,3,"Firm, rejecting"
1120,Speaker 1: He's smiling.,Speaker 2: Never a good thing.,0,4.666666667,3,"Guarded, challenging"
5044,Speaker 1: The power's back up!Speaker 2: Then open the doors!,Speaker 1: Thirty seconds.,0,2.666666667,3,"Detached, informed"
918,Speaker 1: Are you saying that someone is paying you to be our maid and doesn't want us to know who he is?,Speaker 2: Yes. I can live in or out just as you wish.,0,1.333333333,3,"Polite, time-pressured"
1916,"Speaker 1: Are you drunk?  Keep drinkin' water and you won't get a headache in the mornin'.Speaker 2: Yeah, gal I been here before.",Speaker 1: I guess you have.,0,4,3,"Uneasy, observant"
5018,"Speaker 1: Where's Sarah? Where are the boys?Speaker 2: Sit down, Jake.Speaker 1: Where are they?Speaker 2: Sit down!Speaker 1: No! What's going on? Where's my family?Speaker 2: It's over, Jake. It's all over.",Speaker 1: Where have they gone?,0,5,3,"Urgent, commanding"
5759,Speaker 1: I wanted to get this out of the way.Speaker 2: You got a bet on the game tonight?,Speaker 1: Pour that back.,1,1,3,"Professional, compliant"
1244,Speaker 1: That's Paul Owen.,Speaker 2: That's not Paul Owen. Paul Owen's on the other side of the room. Over there.,0,5,3,"Resigned, self-aware"
6154,Speaker 1: I see you're sticking to the diet Betty put you on...Speaker 2: Worry about your own goddamn lunch!,Speaker 1: Tell him what you told me.,0,2.666666667,3,"Worried, demanding"
4054,Speaker 1: Is it a girl?Speaker 2: Is what a girl?Speaker 1: Whatever it is you're upset about.Speaker 2: Oh -- no. I'm just sort of disturbed about things.,Speaker 1: In general.,0,3.666666667,3,"Controlling, admonishing"
8900,"Speaker 1: Lieutenant?Speaker 2: I came to say goodbye.Speaker 1: You just missed them.Speaker 2: How's the girl?Speaker 1: She seemed fine.Speaker 2: Ah, that's good. That's all that's important. Back to business. Back to work. Bye now, Father.",Speaker 1: Good bye.,0,4.333333333,3,"Corrective, confident"
4347,Speaker 1: All right.Speaker 2: So what's the argument?Speaker 1: No argument.,Speaker 2: Ok.,1,3,3,"Defensive, prompting"
4110,"Speaker 1: Why did you say that?Speaker 2: Well this is your business, Benjamin.  If you --",Speaker 1: No wait. Wait.,0,4,3,"Casual, evasive"
8737,"Speaker 1: Where is it?Speaker 2: I don't know where it is. It's not here. It's been stolen.Speaker 1: Wait a minute, I think I know who stole it.",Speaker 2: That's their problem.,1,2,3,"Concerned, probing"
7291,Speaker 1: You liked Sister Paul?Speaker 2: She was kind to me. She told me I was beautiful.Speaker 1: What else did she tell you?,"Speaker 2: Nine, ten. And you're awake! Open your eyes, dammit!",1,1,3,"Gentle, farewell"
455,"Speaker 1: Hello?Speaker 2: Amy, it's me.  Listen very carefully..",Speaker 1: No way...,1,3,3,"Agreeable, calm"
957,Speaker 1: It wasn't a lunatic.Speaker 2: I beg your pardon?Speaker 1: It was a wolf.Speaker 2: What?,Speaker 1: I guess you'd have to be a fool not to be afraid at a time like this.,1,3.333333333,3,"Interrupting, anxious"
4272,Speaker 1: Why do you say that?Speaker 2: Because they are all the same.,"Speaker 1: Oooh, but they are not. Look.",0,4.666666667,3,"Pragmatic, dismissive"
5148,"Speaker 1: I know you didn'tSpeaker 2: You know, Andy thinks you're doing this.Speaker 1: Doesn't that scare you?Speaker 2: No.",Speaker 1: Why?,0,5,3,"Urgent, desperate"
1791,"Speaker 1: It's enough isn't it?Speaker 2: What do you mean?Speaker 1: You know what I mean babe, It's enough. We can stop.Speaker 2: Do you want to stop?Speaker 1: Yes.",Speaker 2: On my way.,1,2.666666667,3,"Defensive, disbelieving"
6039,Speaker 1: Get moving.Speaker 2: You' oughta learn to relax. I told you I've got it under control.,"Speaker 1: That's good, Pete. Hey... I want you to talk to a friend of mine.",1,2,3,"Fearful, resistant"
7070,Speaker 1: I followed you here from court.Speaker 2: I knew Jimmy Chin. The boy who was shot. Okay?Speaker 1: ...And you were at the trial to... to see that justice was done?,Speaker 2: That's right.,0,5,3,"Demonstrative, corrective"
6501,"Speaker 1: Cindy, about this whole friendship thing...Speaker 2: Yeah, I know, I just love having a guy for a friend.Speaker 1: I know, but I've been thinking --Speaker 2: I know, but I've been thinking --Speaker 1: Listen to me I --",Speaker 2: I ain't in a hurry.,1,2.333333333,3,"Questioning, suspicious"
1723,"Speaker 1: See! The big guy likes it.Speaker 2: I just saw the woman I'm going to marry, I know it. But then I lost her.Speaker 1: Tough break. Most men have to get married before they lose their wives.Speaker 2: I'm going to spend the rest of my life looking for her. That or die alone.Speaker 1: Jesus, kid.  Let me guess. Real pretty, blonde hair, blue hat?Speaker 2: Yes!",Speaker 1: Do I look that obvious? My name's Paul.,1,2,3,"Ready, hopeful"
745,Speaker 1: What did he have?,Speaker 2: We have met ...,1,1.333333333,3,"Reassuring, confident"
2768,Speaker 1: Where am I? What happened? Where did we all go?,"Speaker 2: Calm down, kid. Stand still.",0,3.666666667,3,"Confirming, serious"
1180,"Speaker 1: I am so sorry, Jesse.",Speaker 2: Frank and me have to go away for a while.,0,3.333333333,3,"Relaxed, patient"
6492,"Speaker 1: A man can't help gettin' excited once in a while.Speaker 2: That's right, Steve.Speaker 1: Can I have my gun back?","Speaker 2: Sure. You'll find it under the wagon seat. Like I said before, a twenty- two's more your size.",0,4.333333333,3,"Awestruck, romantic"
3011,Speaker 1: Where's the name sheet?Speaker 2: Nobody's named this one yet.,Speaker 1: Let's get a second opinion.  Wilson? What do you see?,1,2.666666667,3,"Recognizing, cautious"
2670,Speaker 1: Jesus! --  -- is he back there? --Speaker 2: -- not yet --Speaker 1: -- it's just him? --Speaker 2: -- yeah -- one guy -- I don't think he was ready --,Speaker 1: -- hang on --,0,4,3,"Calming, authoritative"
